ID,Name,Name_EN,Tags,Services,Availability,Description,Alternates,Keywords,Warnings
SI_TILTED_MIN_OPTIMAL_ANG,Ángulo óptimo mínimo de irradiancia solar,Minimum Solar Irradiance Optimal Angle,"official,radiation",api,climatology,The minimum solar irradiance incident on an equator facing surface is obtained with the surface tilted at the optimal angle. The monthly climatology values are the average for each month over the time period given in the header section of the data file.,,Tilted Surfaces,
SI_TILTED_MIN_OPTIMAL_ANG_ORT,Orientación mínima de superficie inclinada para irradiancia solar,Minimum Solar Irradiance Tilted Surface Orientation,"official,radiation",api,climatology,The north/south direction of the tilted surface (0 being south; 1 being north).,,Tilted Surfaces,
SI_TILTED_MIN_VERTICAL,Irradiancia solar mínima para superficie vertical orientada al ecuador,Minimum Solar Irradiance for Equator Facing Vertical Surface,"official,radiation",api,climatology,Minimum Solar Irradiance incident on an equator facing surface tilted at a 90 degree angle (vertical surface).,,Tilted Surfaces,
SI_TRACKER_AVG,Irradiancia solar promedio para seguidores (conjunto de parámetros),Average Solar Irradiance for Trackers (Parameter Set),"official,radiation",api,climatology,This is a API only data parameter listing to provide a set of data parameters.,,,
SI_TRACKER_AVG_DUAL,Irradiancia promedio para seguidor de dos ejes,Average Irradiance for Dual-Axis Tracker,"official,radiation",api,climatology,Average solar irradiance incident on a dual-axis tracker.,"Dual-Axis Tracking Irradiance,Two-Axis Tracker Solar Resource,Full-Tracking Irradiance","Dual-Axis Tracking Irradiance,Two-Axis Tracker Solar Resource,Full-Tracking Irradiance,Tilted Surfaces",
SI_TRACKER_AVG_HSATEW,Irradiancia solar promedio para seguidor horizontal de un eje alineado este-oeste,Average Solar Irradiance for Horizontal Single-Axis Tracker Aligned East-West,"official,radiation",api,climatology,Average solar irradiance incident on a single-axis tracker whose axis is in the horizontal position and aligned in the east-west direction.,"Horizontal Single-Axis Tracker Irradiance (E-W),HSAT East-West Irradiance","Horizontal Single-Axis Tracker Irradiance (E-W),HSAT East-West Irradiance,Tilted Surfaces",
SI_TRACKER_AVG_HSATNS,Irradiancia solar promedio para seguidor horizontal de un eje alineado norte-sur,Average Solar Irradiance for Horizontal Single-Axis Tracker Aligned North-South,"official,radiation",api,climatology,Average solar irradiance incident on a single-axis tracker whose axis is in the horizontal position and aligned in the north-south direction.,"Horizontal Single-Axis Tracker Irradiance (N-S),HSAT North-South Irradiance","Horizontal Single-Axis Tracker Irradiance (N-S),HSAT North-South Irradiance,Tilted Surfaces",
SI_TRACKER_AVG_PSAT,Irradiancia solar promedio para seguidor polar de un eje,Average Solar Irradiance for Single-Axis Polar Tracker,"official,radiation",api,climatology,Average solar irradiance incident on a single-axis tracker whose axis is parallel to the Earth's rotation axis.,"Polar Single-Axis Tracker Irradiance,Equatorial Mount Tracking Irradiance,Polar-Axis Tracker Solar Resource","Polar Single-Axis Tracker Irradiance,Equatorial Mount Tracking Irradiance,Polar-Axis Tracker Solar Resource,Tilted Surfaces",
SI_TRACKER_AVG_VSAT,Irradiancia promedio para seguidor vertical de un eje,Average Irradiance for Vertical Single-Axis Tracker,"official,radiation",api,climatology,Average solar irradiance incident on a single-axis tracker in the vertical position.,"Vertical Single-Axis Tracker Irradiance,Azimuth Tracking Irradiance,Vertical-Axis Tracker Solar Resource","Vertical Single-Axis Tracker Irradiance,Azimuth Tracking Irradiance,Vertical-Axis Tracker Solar Resource,Tilted Surfaces",
SI_TRACKER_MAX,Irradiancia solar máxima para seguidores (conjunto de parámetros),Maximum Solar Irradiance for Trackers (Parameter Set),"official,radiation",api,climatology,This is a API only data parameter listing to provide a set of data parameters.,,,
SI_TRACKER_MAX_DUAL,Irradiancia solar máxima para seguidor de dos ejes,Maximum Solar Irradiance for Dual-Axis Tracker,"official,radiation",api,climatology,Maximum solar irradiance incident on a dual-axis tracker.,,Tilted Surfaces,
SI_TRACKER_MAX_HSATEW,Irradiancia solar máxima para seguidor horizontal de un eje alineado este-oeste,Maximum Solar Irradiance for Horizontal Single-Axis Tracker Aligned East-West,"official,radiation",api,climatology,Maximum solar irradiance incident on a single-axis tracker whose axis is in the horizontal position and aligned in the east-west direction.,,Tilted Surfaces,
SI_TRACKER_MAX_HSATNS,Irradiancia solar máxima para seguidor horizontal de un eje alineado norte-sur,Maximum Solar Irradiance for Horizontal Single-Axis Tracker Aligned North-South,"official,radiation",api,climatology,Maximum solar irradiance incident on a single-axis tracker whose axis is in the horizontal position and aligned in the north-south direction.,,Tilted Surfaces,
SI_TRACKER_MAX_PSAT,Irradiancia solar máxima para seguidor polar de un eje,Maximum Solar Irradiance for Single-Axis Polar Tracker,"official,radiation",api,climatology,Maximum solar irradiance incident on a single-axis tracker whose axis is parallel to the Earth's rotation axis.,,Tilted Surfaces,
SI_TRACKER_MAX_VSAT,Irradiancia solar máxima para seguidor vertical de un eje,Maximum Solar Irradiance for Vertical Single-Axis Tracker,"official,radiation",api,climatology,Maximum solar irradiance incident on a single-axis tracker in the vertical position.,,Tilted Surfaces,
SI_TRACKER_MIN,Irradiancia solar mínima para seguidores (conjunto de parámetros),Minimum Solar Irradiance for Trackers (Parameter Set),"official,radiation",api,climatology,This is a API only data parameter listing to provide a set of data parameters.,,,
SI_TRACKER_MIN_DUAL,Irradiancia solar mínima para seguidor de dos ejes,Minimum Solar Irradiance for Dual-Axis Tracker,"official,radiation",api,climatology,Minimum solar irradiance incident on a dual-axis tracker.,,Tilted Surfaces,
SI_TRACKER_MIN_HSATEW,Irradiancia solar mínima para seguidor horizontal de un eje alineado este-oeste,Minimum Solar Irradiance for Horizontal Single-Axis Tracker Aligned East-West,"official,radiation",api,climatology,Minimum solar irradiance incident on a single-axis tracker whose axis is in the horizontal position and aligned in the east-west direction.,,Tilted Surfaces,
SI_TRACKER_MIN_HSATNS,Irradiancia solar mínima para seguidor horizontal de un eje alineado norte-sur,Minimum Solar Irradiance for Horiontal Single-Axis Tracker Aligned North-South,"official,radiation",api,climatology,Minimum solar irradiance incident on a single-axis tracker whose axis is in the horizontal position and aligned in the north-south direction.,,Tilted Surfaces,
SI_TRACKER_MIN_PSAT,Irradiancia solar mínima para seguidor polar de un eje,Minimum Solar Irradiance for Polar Single-Axis Tracker,"official,radiation",api,climatology,Minimum solar irradiance incident on a single-axis tracker whose axis is parallel to the Earth's rotation axis.,,Tilted Surfaces,
SI_TRACKER_MIN_VSAT,Irradiancia solar mínima para seguidor vertical de un eje,Minimum Solar Irradiance for Vertical Single-Axis Tracker,"official,radiation",api,climatology,Minimum solar irradiance incident on a single-axis tracker in the vertical position.,,Tilted Surfaces,
SLP,Presión a nivel del mar,Sea Level Pressure,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The sea level pressure at the surface of the earth.,"Mean Sea Level Pressure,MSLP,Barometric Pressure Reduced to Sea Level","Mean Sea Level Pressure,MSLP,Barometric Pressure Reduced to Sea Level",
SLP_HR,Presión a nivel del mar (conjunto de parámetros basado en horas),Sea Level Pressure (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
SNODP,Profundidad de nieve,Snow Depth,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The snow depth on land at surface of the earth.,"Snow Depth on Ground,Snow Pack Depth,Snow Cover Depth,Snowpack Thickness","Snow Depth on Ground,Snow Pack Depth,Snow Cover Depth,Snowpack Thickness",
SOLAR_DEFICITS_CONSEC_MONTH,Déficit de insolación solar durante un período de meses consecutivos,Solar Insolation Deficit Over A Consecutive Month Period,"official,radiation","api,dav,aws",climatology,Solar insolation deficit in each month is the difference between the climatological averaged monthly value and the minimum available insolation sum over a month period in the given month.,"Monthly Solar Energy Deficits,Consecutive Month Solar Shortfalls","Monthly Solar Energy Deficits,Consecutive Month Solar Shortfalls,Energy-Storage System Sizing",
SRF_ALB_ADJ,Albedo de superficie ajustado,Surface Albedo Adjusted,"official,radiation","api,aws","hourly,daily,monthly,annual,climatology",The ratio of the solar energy reflected by the surface of the earth compared to the total solar energy incident reaching the surface of the earth. Adjusted refers to CERES source parameter.,"Corrected Surface Albedo,Bias-Adjusted Surface Reflectance,Modified Surface Albedo","Corrected Surface Albedo,Bias-Adjusted Surface Reflectance,Modified Surface Albedo",
SURPLUS_INSOL_CONSEC_MONTH,Excedente de insolación durante un período de meses consecutivos,Surplus Insolation Over A Consecutive Month Period,"official,radiation","api,dav,aws",climatology,Surplus Insolation in each month is the difference between the maximum available insolation sum and the climatological averaged monthly value over a month period in the given month.,"Monthly Solar Energy Surplus,Consecutive Month Insolation Excess","Monthly Solar Energy Surplus,Consecutive Month Insolation Excess,Energy-Storage System Sizing",
SWLAND,Flujo descendente de onda corta sobre tierra,Downward Shortwave Flux Land,"reviewing,radiation",aws,,Net downward shortwave flux over land.,"Net Shortwave Radiation at Land Surface,Land Surface Net Solar Radiation,Surface Net SW over Land,Terrestrial Net Shortwave Flux","Net Shortwave Radiation at Land Surface,Land Surface Net Solar Radiation,Surface Net SW over Land,Terrestrial Net Shortwave Flux",
SZA,Ángulo cenital solar,Solar Zenith Angle,"official,solar","api,dav,aws","hourly,daily",The angle between the geodetic zenith vector and a vector from the earth point to the sun integrated over the period.,"Zenith Angle,Solar Zenith Distance,Sun Angle from Zenith","Zenith Angle,Solar Zenith Distance,Sun Angle from Zenith,Solar Fluxes and Related",
T10M,Temperatura a 10 metros,Temperature at 10 Meters,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The air (dry bulb) temperature at 10 meters above the surface of the earth.,"Dry Bulb Temperature at 10 Meters,Near-Surface Air Temperature at 10m,Ambient Temperature at 10 Meters,Standard Anemometer-Level Temperature,Screen-Level Temperature at 10m","Dry Bulb Temperature at 10 Meters,Near-Surface Air Temperature at 10m,Ambient Temperature at 10 Meters,Standard Anemometer-Level Temperature,Screen-Level Temperature at 10m,Surface Temperature",
T10M_HR,Temperatura a 10 metros (conjunto de parámetros basado en horas),Temperature at 10 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
T10M_MAX,Temperatura a 10 metros máximo,Temperature at 10 Meters Maximum,"official,nrt,meteorology","api,aws","daily,monthly,annual,climatology",The maximum hourly air (dry bulb) temperature at 10 meters above the surface of the earth in the period of interest.,"Maximum Dry Bulb Temperature at 10 Meters,Maximum Temperature at 10 Meters,Daily Maximum Temperature at 10m,Peak Air Temperature at 10m","Maximum Dry Bulb Temperature at 10 Meters,Maximum Temperature at 10 Meters,Daily Maximum Temperature at 10m,Peak Air Temperature at 10m",
T10M_MAX_AVG,Temperatura a 10 metros promedio máximo,Temperature at 10 Meters Maximum Average,"official,meteorology","api,aws","monthly,annual,climatology",The average of the daily maximum air (dry bulb) temperature at 10 meters above the surface of the earth in the period of interest.,"Mean Daily Maximum Temperature at 10 Meters,Average High Temperature at 10m","Mean Daily Maximum Temperature at 10 Meters,Average High Temperature at 10m",
T10M_MIN,Temperatura a 10 metros mínimo,Temperature at 10 Meters Minimum,"official,nrt,meteorology","api,aws","daily,monthly,annual,climatology",The minimum hourly air (dry bulb) temperature at 10 meters above the surface of the earth in the period of interest.,"Minimum Dry Bulb Temperature at 10 Meters,Minimum Temperature at 10 Meters,Daily Minimum Temperature at 10m","Minimum Dry Bulb Temperature at 10 Meters,Minimum Temperature at 10 Meters,Daily Minimum Temperature at 10m",
T10M_MIN_AVG,Temperatura a 10 metros promedio mínimo,Temperature at 10 Meters Minimum Average,"official,meteorology","api,aws","monthly,annual,climatology",The average of the daily minimum air (dry bulb) temperature at 10 meters above the surface of the earth in the period of interest.,"Mean Daily Minimum Temperature at 10 Meters,Average Low Temperature at 10m","Mean Daily Minimum Temperature at 10 Meters,Average Low Temperature at 10m",
T10M_RANGE,Temperatura a 10 metros rango,Temperature at 10 Meters Range,"official,nrt,meteorology","api,aws","daily,monthly,annual,climatology",The minimum and maximum hourly air (dry bulb) temperature range at 10 meters above the surface of the earth in the period of interest.,"Dry Bulb Temperature Range at 10 Meters,Diurnal Temperature Range at 10 Meters,Temperature Amplitude at 10 Meters","Dry Bulb Temperature Range at 10 Meters,Diurnal Temperature Range at 10 Meters,Temperature Amplitude at 10 Meters",
T2M,Temperatura a 2 metros,Temperature at 2 Meters,"official,nrt,meteorology","api,dav,gis,aws","hourly,daily,monthly,annual,climatology",The average air (dry bulb) temperature at 2 meters above the surface of the earth.,"Dry Bulb Temperature at 2 Meters,Near-Surface Air Temperature,Ambient Temperature,Outdoor Air Temperature,Screen-Level Temperature","Dry Bulb Temperature at 2 Meters,Near-Surface Air Temperature,Ambient Temperature,Outdoor Air Temperature,Screen-Level Temperature,Surface Temperature,Temperature/Thermal IR Flux,Temperatures",
T2MDEW,Punto de rocío/escarcha a 2 metros,Dew/Frost Point at 2 Meters,"official,nrt,meteorology","api,dav,gis,aws","hourly,daily,monthly,annual,climatology",The dew/frost point temperature at 2 meters above the surface of the earth.,"Dewpoint Temperature,Dew Point Temperature at 2 Meters,Near-Surface Dewpoint","Dewpoint Temperature,Dew Point Temperature at 2 Meters,Near-Surface Dewpoint,Temperature/Thermal IR Flux,Temperatures",
T2MDEW_HR,Punto de rocío/escarcha a 2 metros (conjunto de parámetros basado en horas),Dew/Frost Point at 2 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
T2MWET,Temperatura de bulbo húmedo a 2 metros,Wet Bulb Temperature at 2 Meters,"official,nrt,meteorology","api,dav,gis,aws","hourly,daily,monthly,annual,climatology",The adiabatic saturation temperature which can be measured by a thermometer covered in a water-soaked cloth over which air is passed at 2 meters above the surface of the earth.,"Wet Bulb Temperature,Adiabatic Saturation Temperature","Wet Bulb Temperature,Adiabatic Saturation Temperature,Temperature/Thermal IR Flux,Temperatures",
T2MWET_HR,Temperatura de bulbo húmedo a 2 metros (conjunto de parámetros basado en horas),Wet Bulb Temperature at 2 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
T2M_HR,Temperatura a 2 metros (conjunto de parámetros basado en horas),Temperature at 2 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
T2M_MAX,Temperatura a 2 metros máximo,Temperature at 2 Meters Maximum,"official,nrt,meteorology","api,dav,aws","daily,monthly,annual,climatology",The maximum hourly air (dry bulb) temperature at 2 meters above the surface of the earth in the period of interest.,"Maximum Dry Bulb Temperature at 2 Meters,Maximum Ambient Temperature,Daily Maximum Temperature,High Temperature,Peak Air Temperature","Maximum Dry Bulb Temperature at 2 Meters,Maximum Ambient Temperature,Daily Maximum Temperature,High Temperature,Peak Air Temperature,Temperature/Thermal IR Flux,Temperatures",
T2M_MAX_AVG,Temperatura a 2 metros promedio máximo,Temperature at 2 Meters Maximum Average,"official,meteorology","api,aws","monthly,annual,climatology",The average of the daily maximum air (dry bulb) temperature at 2 meters above the surface of the earth in the period of interest.,"Mean Daily Maximum Temperature,Average High Temperature,Climatological Maximum Temperature","Mean Daily Maximum Temperature,Average High Temperature,Climatological Maximum Temperature",
T2M_MIN,Temperatura a 2 metros mínimo,Temperature at 2 Meters Minimum,"official,nrt,meteorology","api,dav,aws","daily,monthly,annual,climatology",The minimum hourly air (dry bulb) temperature at 2 meters above the surface of the earth in the period of interest.,"Minimum Dry Bulb Temperature at 2 Meters,Minimum Ambient Temperature,Daily Minimum Temperature,Low Temperature","Minimum Dry Bulb Temperature at 2 Meters,Minimum Ambient Temperature,Daily Minimum Temperature,Low Temperature,Temperature/Thermal IR Flux,Temperatures",
T2M_MIN_AVG,Temperatura a 2 metros promedio mínimo,Temperature at 2 Meters Minimum Average,"official,meteorology","api,aws","monthly,annual,climatology",The average of the daily minimum air (dry bulb) temperature at 2 meters above the surface of the earth in the period of interest.,"Mean Daily Minimum Temperature,Average Low Temperature,Climatological Minimum Temperature","Mean Daily Minimum Temperature,Average Low Temperature,Climatological Minimum Temperature",
T2M_RANGE,Temperatura a 2 metros rango,Temperature at 2 Meters Range,"official,nrt,meteorology","api,dav,aws","daily,monthly,annual,climatology",The difference between the minimum and maximum hourly air (dry bulb) temperature at 2 meters above the surface of the earth in the period of interest.,"Dry Bulb Temperature Range at 2 Meters,Diurnal Temperature Range,Temperature Amplitude","Dry Bulb Temperature Range at 2 Meters,Diurnal Temperature Range,Temperature Amplitude,Temperature/Thermal IR Flux,Temperatures",
TM_ZONES,Zonas climáticas térmicas y de humedad,Climate Thermal and Moisture Zones,"official,meteorology","api,aws",climatology,The ASHRAE® climate thermal moisture zones used to support building energy efficiency.,"Temperature-Moisture Climate Zones,ASHRAE Climate Zone Classification,Combined Thermal-Humidity Zones,Building Climate Zone","Temperature-Moisture Climate Zones,ASHRAE Climate Zone Classification,Combined Thermal-Humidity Zones,Building Climate Zone",
TO3,Ozono total de la columna,Total Column Ozone,"official,nrt,meteorology","api,gis,aws","hourly,daily,monthly,annual,climatology",The total amount of ozone in a column extending vertically from the earth's surface to the top of the atmosphere.,"Total Ozone Column,Columnar Ozone,Ozone Layer Thickness,Total Ozone in Dobson Units,TOC","Total Ozone Column,Columnar Ozone,Ozone Layer Thickness,Total Ozone in Dobson Units,TOC",
TOA_SW_DNI,En el tope de la atmósfera Shortwave Direct Normal Radiation,Top-Of-Atmosphere Shortwave Direct Normal Radiation,"official,radiation","api,gis,aws","hourly,daily,monthly,annual,climatology",The total solar irradiance incident (direct plus diffuse) on a horizontal plane where oriented to the sun's position at the top of the atmosphere (extraterrestrial radiation).,"Extraterrestrial Direct Normal Irradiance,Extraterrestrial Beam Irradiance,TOA Beam Radiation","Extraterrestrial Direct Normal Irradiance,Extraterrestrial Beam Irradiance,TOA Beam Radiation",
TOA_SW_DNI_MAX,En el tope de la atmósfera Shortwave Direct Normal Radiation máximo,Top-Of-Atmosphere Shortwave Direct Normal Radiation Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum total solar irradiance incident (direct plus diffuse) on a horizontal plane where oriented to the sun's position at the top of the atmosphere (extraterrestrial radiation).,,,
TOA_SW_DNI_MIN,En el tope de la atmósfera Shortwave Direct Normal Radiation mínimo,Top-Of-Atmosphere Shortwave Direct Normal Radiation Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum total solar irradiance incident (direct plus diffuse) on a horizontal plane where oriented to the sun's position at the top of the atmosphere (extraterrestrial radiation).,,,
TOA_SW_DNI_SD,En el tope de la atmósfera Shortwave Direct Normal Radiation desviación estándar,Top-Of-Atmosphere Shortwave Direct Normal Radiation Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of total solar irradiance incident (direct plus diffuse) on a horizontal plane where oriented to the sun's position at the top of the atmosphere (extraterrestrial radiation).,,,
TOA_SW_DWN,En el tope de la atmósfera Shortwave Downward Irradiance,Top-Of-Atmosphere Shortwave Downward Irradiance,"official,nrt,radiation","api,dav,gis,aws","hourly,daily,monthly,annual,climatology",The total solar irradiance incident (direct plus diffuse) on a horizontal plane at the top of the atmosphere (extraterrestrial radiation).,"Total Solar Irradiance (TSI),Incoming Solar Insulation,Extraterrestrial Irradiance,Solar Constant (historical),Top-of-Atmosphere Insolation,Extraterrestrial Horizontal Radiation","Total Solar Irradiance (TSI),Incoming Solar Insulation,Extraterrestrial Irradiance,Solar Constant (historical),Top-of-Atmosphere Insolation,Extraterrestrial Horizontal Radiation,Solar Fluxes and Related",
TOA_SW_DWN_MAX,En el tope de la atmósfera Shortwave Downward Irradiance máximo,Top-Of-Atmosphere Shortwave Downward Irradiance Maximum,"official,radiation","api,aws","monthly,annual,climatology",The maximum total solar irradiance incident (direct plus diffuse) on a horizontal plane at the top of the atmosphere (extraterrestrial radiation).,,,
TOA_SW_DWN_MIN,En el tope de la atmósfera Shortwave Downward Irradiance mínimo,Top-Of-Atmosphere Shortwave Downward Irradiance Minimum,"official,radiation","api,aws","monthly,annual,climatology",The minimum total solar irradiance incident (direct plus diffuse) on a horizontal plane at the top of the atmosphere (extraterrestrial radiation).,,,
TOA_SW_DWN_SD,En el tope de la atmósfera Shortwave Downward Irradiance desviación estándar,Top-Of-Atmosphere Shortwave Downward Irradiance Standard Deviation,"official,radiation","api,aws","monthly,annual,climatology",The standard deviation of total solar irradiance incident (direct plus diffuse) on a horizontal plane at the top of the atmosphere (extraterrestrial radiation).,,,
TQV,Agua precipitable total de la columna,Total Column Precipitable Water,"official,nrt,meteorology","api,gis,aws","hourly,daily,monthly,annual,climatology","The total atmospheric water vapor contained in a vertical column of unit cross-sectional area extending from the surface to the top of the atmosphere, sourced from the GMAO.","Precipitable Water,Integrated Water Vapor,Total Precipitable Water,Column Water Vapor","Precipitable Water,Integrated Water Vapor,Total Precipitable Water,Column Water Vapor",
TROPPB,Presión de la tropopausa basada en estimación combinada.,Tropopause Pressure based on blended estimate.,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The tropopause pressure based on the blended estimate.,"Tropopause Pressure Level,Tropopause Height Pressure,Thermal Tropopause Pressure","Tropopause Pressure Level,Tropopause Height Pressure,Thermal Tropopause Pressure",
TROPQ,Humedad específica de la tropopausa usando la estimación combinada TROPP.,Tropopause Specific Humidity using blended TROPP estimate.,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The ratio of the mass of water vapor to the total mass of air at the tropopause pressure given by TROPPB.,"Tropopause Water Vapor,Specific Humidity at Tropopause,Tropopause Moisture","Tropopause Water Vapor,Specific Humidity at Tropopause,Tropopause Moisture",
TROPT,Temperatura de la tropopausa usando la estimación combinada TROPP.,Tropopause Temperature using blended TROPP estimate.,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The air (dry bulb) temperature at the tropopause pressure given by TROPPB.,"Tropopause Temperature Level,Temperature at Tropopause","Tropopause Temperature Level,Temperature at Tropopause",
TS,Temperatura de la piel terrestre,Earth Skin Temperature,"official,nrt,meteorology","api,dav,gis,aws","hourly,daily,monthly,annual,climatology",The average temperature at the earth's surface.,"Land Surface Temperature,Skin Temperature,Radiometric Surface Temperature,Surface Radiative Temperature","Land Surface Temperature,Skin Temperature,Radiometric Surface Temperature,Surface Radiative Temperature,Temperature/Thermal IR Flux,Temperatures",
TSOIL1,Temperatura del suelo capa 1,Soil Temperatures Layer 1,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The estimate of soil temperatures at layer 1; 0.018 to 0.0988 m depth.,"Shallow Soil Temperature,Soil Temperature Layer 1,Near-Surface Soil Temperature,Topsoil Temperature","Shallow Soil Temperature,Soil Temperature Layer 1,Near-Surface Soil Temperature,Topsoil Temperature",
TSOIL2,Temperatura del suelo capa 2,Soil Temperatures Layer 2,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The estimate of soil temperatures at layer 2; 0.0988 to 0.294 m depth.,"Soil Temperature Layer 2,Root-Zone Soil Temperature,Subsurface Soil Temperature","Soil Temperature Layer 2,Root-Zone Soil Temperature,Subsurface Soil Temperature",
TSOIL3,Temperatura del suelo capa 3,Soil Temperatures Layer 3,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The estimate of soil temperatures at layer 3; 0.294 to 0.6799 m depth.,"Soil Temperature Layer 3,Mid-Root-Zone Soil Temperature,Intermediate Soil Temperature","Soil Temperature Layer 3,Mid-Root-Zone Soil Temperature,Intermediate Soil Temperature",
TSOIL4,Temperatura del suelo capa 4,Soil Temperatures Layer 4,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The estimate of soil temperatures at layer 4; 0.6799 to 1.4425 m depth.,"Soil Temperature Layer 4,Deep Root-Zone Soil Temperature","Soil Temperature Layer 4,Deep Root-Zone Soil Temperature",
TSOIL5,Temperatura del suelo capa 5,Soil Temperatures Layer 5,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The estimate of soil temperatures at layer 5; 1.4425 to 2.949 m depth.,"Soil Temperature Layer 5,Deep Soil Temperature","Soil Temperature Layer 5,Deep Soil Temperature",
TSOIL6,Temperatura del suelo capa 6,Soil Temperatures Layer 6,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The estimate of soil temperatures at layer 6; 2.949 to 10.0 m depth.,"Soil Temperature Layer 6,Deep Subsurface Temperature,Bottom-Layer Soil Temperature","Soil Temperature Layer 6,Deep Subsurface Temperature,Bottom-Layer Soil Temperature",
TSURF,Temperatura superficial de la tierra y la nieve,Surface Temperature of Land and Snow,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology", The estimate of surface temperature of land and snow; 0 to 0.018 m depth.,"Ground Surface Temperature,Land Surface Temperature,Ground Temperature","Ground Surface Temperature,Land Surface Temperature,Ground Temperature",
TS_ADJ,Temperatura de la piel terrestre ajustada,Earth Skin Temperature Adjusted,"official,meteorology","api,gis,aws","hourly,daily,monthly,annual,climatology",The adjusted average temperature at the earth's surface. Adjusted refers to CERES source parameter.,"Adjusted Surface Temperature,Corrected Skin Temperature,Bias-Adjusted Land Surface Temperature","Adjusted Surface Temperature,Corrected Skin Temperature,Bias-Adjusted Land Surface Temperature",
TS_ADJ_HR,Temperatura de la piel terrestre ajustada (conjunto de parámetros basado en horas),Earth Skin Temperature Adjusted (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
TS_AMP,Amplitud de la temperatura de la piel terrestre,Earth Skin Temperature Amplitude,"official,meteorology","api,aws",climatology,For each month the earth skin temperature amplitude is one half of the difference between the monthly average minimum and maximum or equivalently one half the skin temperature range.,"Surface Temperature Diurnal Amplitude,Skin Temperature Amplitude","Surface Temperature Diurnal Amplitude,Skin Temperature Amplitude",
TS_HR,Temperatura de la piel terrestre (conjunto de parámetros basado en horas),Earth Skin Temperature (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
TS_MAX,Temperatura de la piel terrestre máximo,Earth Skin Temperature Maximum,"official,nrt,meteorology","api,dav,aws","daily,monthly,annual,climatology",The maximum hourly earth skin temperature in the period of interest.,"Maximum Skin Temperature,Peak Surface Temperature,Daily Maximum Land Surface Temperature","Maximum Skin Temperature,Peak Surface Temperature,Daily Maximum Land Surface Temperature,Temperature/Thermal IR Flux",
TS_MAX_AVG,Temperatura de la piel terrestre promedio máximo,Earth Skin Temperature Maximum Average,"official,meteorology","api,aws","monthly,annual,climatology",The average of the daily maximum earth skin temperature in the period of interest.,"Mean Maximum Skin Temperature,Average Peak Surface Temperature","Mean Maximum Skin Temperature,Average Peak Surface Temperature",
TS_MIN,Temperatura de la piel terrestre mínimo,Earth Skin Temperature Minimum,"official,nrt,meteorology","api,dav,aws","daily,monthly,annual,climatology",The minimum hourly earth skin temperature in the period of interest.,"Minimum Skin Temperature,Daily Minimum Land Surface Temperature","Minimum Skin Temperature,Daily Minimum Land Surface Temperature,Temperature/Thermal IR Flux",
TS_MIN_AVG,Temperatura de la piel terrestre promedio mínimo,Earth Skin Temperature Minimum Average,"official,meteorology","api,aws","monthly,annual,climatology",The average of the daily minimum earth skin temperature in the period of interest.,"Mean Minimum Skin Temperature,Average Low Surface Temperature","Mean Minimum Skin Temperature,Average Low Surface Temperature",
TS_RANGE,Temperatura de la piel terrestre rango,Earth Skin Temperature Range,"official,nrt,meteorology","api,aws","daily,monthly,annual,climatology",The minimum and maximum hourly earth skin temperature range in the period of interest.,"Surface Temperature Diurnal Range,Skin Temperature Range","Surface Temperature Diurnal Range,Skin Temperature Range",
